No.,Username,Text,Created_At,Replies,Favourite_Count,View_Count,source,datetime,emotion_score,emotion_label,numeric_score
19,Jagoda #SilniRazem🇵🇱🇪🇺🇺🇦,"Ależ to żenujące,żeby człowiek pokroju Rafała Trzaskowskiego...kultura, umiar, kompetencje i przyzwoitość, musiał  walczyć o prezydenturę z alfonsem,przyjacielem sutenerów z półświatka i kiboli oraz oszustem.
To nawet wstyd robić takie porównanie😡",Sun May 18 19:19:22 +0000 2025,599,5373,103077.0,nask,2025-05-18 19:19:22+00:00,0.5887203812599182,POSITIVE,0.5887203812599182
58,Jagoda #SilniRazem🇵🇱🇪🇺🇺🇦,"Ależ to żenujące,żeby człowiek pokroju Rafała Trzaskowskiego...kultura, umiar, kompetencje i przyzwoitość, musiał  walczyć o prezydenturę z alfonsem,przyjacielem sutenerów z półświatka i kiboli oraz oszustem.
To nawet wstyd robić takie porównanie😡",Sun May 18 19:19:22 +0000 2025,599,5375,103341.0,obietnica,2025-05-18 19:19:22+00:00,0.5887203812599182,POSITIVE,0.5887203812599182
182,tvn24,"#CzasDecyzji | - Bardzo się cieszę z tego, że wygrałem pierwszą turę, ale dużo, dużo pracy przed nami - powiedział po ogłoszeniu wyników Ipsos exit poll Rafał Trzaskowski.
https://t.co/w7r8NP50GS",Sun May 18 19:19:36 +0000 2025,67,130,17588.0,obietnica,2025-05-18 19:19:36+00:00,0.562859833240509,NEGATIVE,-0.562859833240509
180,tvn24,"#CzasDecyzji | - Bardzo się cieszę z tego, że wygrałem pierwszą turę, ale dużo, dużo pracy przed nami - powiedział po ogłoszeniu wyników Ipsos exit poll Rafał Trzaskowski.
https://t.co/w7r8NP50GS",Sun May 18 19:19:36 +0000 2025,68,130,17586.0,nask,2025-05-18 19:19:36+00:00,0.562859833240509,NEGATIVE,-0.562859833240509
264,Łukasz A. Jankowski,"Teraz u #RafałTrzaskowski festiwal obietnic i atak na @NawrockiKn. W Sandomierzu w sztabie Trzaskowskiego czuć, że jest źle, że władza wymyka się z rąk.
#wieczorwyborczyRadiaWnet @RadioWNET 
https://t.co/Z3FXJOMMdA https://t.co/WprMC75dJc",Sun May 18 19:19:59 +0000 2025,10,350,4859.0,nask,2025-05-18 19:19:59+00:00,0.5755974054336548,POSITIVE,0.5755974054336548
121,Michał Wawrykiewicz MEP🇵🇱🇪🇺,"Wielkie brawa dla Rafała Trzaskowskiego @trzaskowski_✌️🇵🇱 Teraz wielka praca i mobilizacja przez następne 2 tygodnie. Nas, ludzi dobrej woli, demokratów, prawdziwych patriotów - jest więcej! Zwyciężymy✌️🇵🇱 https://t.co/B3ePAwAJ7F",Sun May 18 19:25:43 +0000 2025,13,349,3844.0,obietnica,2025-05-18 19:25:43+00:00,0.5243651270866394,POSITIVE,0.5243651270866394
257,Andreas Papadopulos,"🇵🇱❗️Lehký šok ve štábu vládního kandidáta Rafała Trzaskowského. Exitpolly mu přisuzují jen velmi těsný náskok na konzervativce Karola Nawrockého. Krajně pravicový kandidát Mentzen naplnil očekávání, totálním šokem je pak čtvrté místo antisemity Brauna. Polsko čeká velmi těsný https://t.co/OaTYl2sJoD",Sun May 18 19:26:24 +0000 2025,14,392,35033.0,obietnica,2025-05-18 19:26:24+00:00,0.6182152628898621,POSITIVE,0.6182152628898621
247,Andreas Papadopulos,"🇵🇱❗️Lehký šok ve štábu vládního kandidáta Rafała Trzaskowského. Exitpolly mu přisuzují jen velmi těsný náskok na konzervativce Karola Nawrockého. Krajně pravicový kandidát Mentzen naplnil očekávání, totálním šokem je pak čtvrté místo antisemity Brauna. Polsko čeká velmi těsný https://t.co/OaTYl2sJoD",Sun May 18 19:26:24 +0000 2025,14,392,35031.0,nask,2025-05-18 19:26:24+00:00,0.6182152628898621,POSITIVE,0.6182152628898621
201,Alex Morningstar,"Nawrocki właśnie powiedział, że on, w przeciwieństwie do Rafała, nie ma dyscypliny partyjnej ani szefa. On NIE MA SZEFA!!! No turlam się 😂😂😂😂😂😂😂😂😂😂😂😂😂😂",Sun May 18 19:28:54 +0000 2025,12,585,2889.0,nask,2025-05-18 19:28:54+00:00,0.5422481894493103,POSITIVE,0.5422481894493103
103,Wojciech Sumlinski,"Rafał Trzaskowski - 180 cm wzrostu.
Karol Nawrocki - 186 cm wzrostu. 
TVP - czysta woda.",Sun May 18 19:29:02 +0000 2025,8,446,12036.0,obietnica,2025-05-18 19:29:02+00:00,0.5852798819541931,POSITIVE,0.5852798819541931
30,Wojciech Sumlinski,"Rafał Trzaskowski - 180 cm wzrostu.
Karol Nawrocki - 186 cm wzrostu. 
TVP - czysta woda.",Sun May 18 19:29:02 +0000 2025,8,447,12024.0,nask,2025-05-18 19:29:02+00:00,0.5852798819541931,POSITIVE,0.5852798819541931
70,Albert Fedorowicz,"@donaldtusk Donald, przegrasz to. Rafał nie zostanie prezydentem. Jesteście największym zagrożeniem dla Polski. Byle nie Trzaskowski!",Sun May 18 19:30:28 +0000 2025,15,1210,10106.0,obietnica,2025-05-18 19:30:28+00:00,0.539492666721344,POSITIVE,0.539492666721344
199,Daniel Pers,"[EXIT POLL]
Rafał Trzaskowski uzyskał wśród młodych wyborców 12.2%. 

Gorzej od Bronisława Komorowskiego.",Sun May 18 19:32:01 +0000 2025,48,1179,124641.0,obietnica,2025-05-18 19:32:01+00:00,0.512164294719696,POSITIVE,0.512164294719696
256,Radek Luksemburg,"@WFrasyniuk @szymon_holownia @MagdaBiejat @ZandbergRAZEM @joannaseneszyn skonczcie juz z tym mysleniem, ze neoliberalowie maja darmowe glosy lewicy.

trzaskowski to fatalny kandydat - widac ze czlowiek, ktory nikgdy nie pracowal i jedyne co mial przez cale zycie, to plecy.

jak wygra skrajna prawica to wina wylacznie syfu ktory stworzyliscie.",Sun May 18 19:34:19 +0000 2025,5,222,6068.0,obietnica,2025-05-18 19:34:19+00:00,0.5090499520301819,POSITIVE,0.5090499520301819
157,Wojciech Sumlinski,"Od jutra ""Niebezpieczne związki Rafała Trzaskowskiego"" znowu w trasie - kontynuuję trasę autorską, a i kilka ciekawych rozmów z ciekawymi twórcami internetowymi się szykuje😎 

Cel - Pałac Prezydencki bez Bonżura - w zasięgu ręki. https://t.co/e6AViGgTVM",Sun May 18 19:36:39 +0000 2025,16,1166,10921.0,obietnica,2025-05-18 19:36:39+00:00,0.5709917545318604,POSITIVE,0.5709917545318604
197,bol 🇵🇱,"@RuchOsmiuGwiazd Tusk robi z was idiotów a Wy, dajecie się tumanić. Wpajano wam, że Trzaskowski ma przewagę nad dr. Karolem Nawrockim, nie mniejszą niż 10% i co, uwierzyliście w tę propagandę? Robiono wszystko by zniechęcić was do człowieka, który ma Polskę w sercu, a nie Niemcy.",Sun May 18 19:37:08 +0000 2025,8,211,2481.0,nask,2025-05-18 19:37:08+00:00,0.6268376111984253,POSITIVE,0.6268376111984253
67,Trzaskowski2025,"Rafal @Trzaskowski_ zwycięzcą I tury wyborów prezydenckich❗️ 

Dziękujemy za każdy z milionów głosów - przed nami dwa tygodnie ciężkiej pracy, nie możemy zmarnować ani minuty. Jeśli będziemy razem, WYGRA CAŁA POLSKA ✌️🇵🇱

#Trzaskowski2025 #WygraCałaPolska https://t.co/SGOIhkD7jp",Sun May 18 19:37:19 +0000 2025,129,658,14433.0,obietnica,2025-05-18 19:37:19+00:00,0.5143381953239441,POSITIVE,0.5143381953239441
252,ʀᴀᴠ & ... ᴇɴᴏᴜɢʜ,"@donaldtusk W mojej okolicy Krakowa co drugi baner z Rafalem pozrywany, zniszczony, zamalowany. 
Taki jest wyborca prawicowy. 
Trzaskowski mówi o wspólnotach, Nawrocki atakuje Pana i środowisko PO.

Rumunia pokazała dzisiaj mądrość.

Więc ani kroku wstecz. Najważniejsze wybory od 35 lat!",Sun May 18 19:42:06 +0000 2025,23,386,8180.0,nask,2025-05-18 19:42:06+00:00,0.5383639931678772,POSITIVE,0.5383639931678772
235,ʀᴀᴠ & ... ᴇɴᴏᴜɢʜ,"@donaldtusk W mojej okolicy Krakowa co drugi baner z Rafalem pozrywany, zniszczony, zamalowany. 
Taki jest wyborca prawicowy. 
Trzaskowski mówi o wspólnotach, Nawrocki atakuje Pana i środowisko PO.

Rumunia pokazała dzisiaj mądrość.

Więc ani kroku wstecz. Najważniejsze wybory od 35 lat!",Sun May 18 19:42:06 +0000 2025,23,386,8181.0,obietnica,2025-05-18 19:42:06+00:00,0.5383639931678772,POSITIVE,0.5383639931678772
115,Kowal,"🗳️ Jedziemy z drugą turą! 

📍Dzisiaj o godz. 22.30 w Tarnobrzegu na pl. B. Głowackiego. Będzie Rafał Trzaskowski. Tarnobrzeżanki i Tarnobrzeżanie. Kto w okolicy - jedzie do Tarnobrzega! Jeszcze zdążycie!

@FijoKonrad @TKH_Teresa @trzaskowski_ @barbaraanowacka @SlawomirNitras https://t.co/Q712c7ZlZa",Sun May 18 19:43:45 +0000 2025,85,270,14447.0,obietnica,2025-05-18 19:43:45+00:00,0.5848960876464844,POSITIVE,0.5848960876464844
125,Kowal,"🗳️ Jedziemy z drugą turą! 

📍Dzisiaj o godz. 22.30 w Tarnobrzegu na pl. B. Głowackiego. Będzie Rafał Trzaskowski. Tarnobrzeżanki i Tarnobrzeżanie. Kto w okolicy - jedzie do Tarnobrzega! Jeszcze zdążycie!

@FijoKonrad @TKH_Teresa @trzaskowski_ @barbaraanowacka @SlawomirNitras https://t.co/Q712c7ZlZa",Sun May 18 19:43:45 +0000 2025,85,270,14447.0,nask,2025-05-18 19:43:45+00:00,0.5848960876464844,POSITIVE,0.5848960876464844
63,Connor MacLeod,"Rafał musi zawalczyć o tych, którzy nie poszli na wybory.
To jedyny elektorat, który jest do zdobycia.
Każdy, kto głosował na kandydatów K15X ma obywatelski obowiązek poprzeć Trzaska.
Tyle👊",Sun May 18 19:46:21 +0000 2025,7,225,1575.0,obietnica,2025-05-18 19:46:21+00:00,0.5639908909797668,POSITIVE,0.5639908909797668
21,Connor MacLeod,"Rafał musi zawalczyć o tych, którzy nie poszli na wybory.
To jedyny elektorat, który jest do zdobycia.
Każdy, kto głosował na kandydatów K15X ma obywatelski obowiązek poprzeć Trzaska.
Tyle👊",Sun May 18 19:46:21 +0000 2025,7,225,1575.0,nask,2025-05-18 19:46:21+00:00,0.5639908909797668,POSITIVE,0.5639908909797668
56,PikuśPOL 🇵🇱 ‏📿,"Słuchamy co mówi Rafał o ustawie antyaborcyjnej i jednocześnie patrzymy na dziewczynkę stojącą w tle za Trzaskowskim🙈
#Wybory2025 https://t.co/IgfQrLPlIn",Sun May 18 19:47:26 +0000 2025,61,1538,167198.0,obietnica,2025-05-18 19:47:26+00:00,0.5649403929710388,NEGATIVE,-0.5649403929710388
2,Rafał Trzaskowski,"Kochani, dziękuję za dziś, za każdy głos! To dobry punkt wyjścia. A teraz pełna mobilizacja! Idziemy po zwycięstwo. Wygra cała Polska! 🇵🇱

#Trzaskowski2025 https://t.co/1ghD6LtzIK",Sun May 18 19:54:54 +0000 2025,1403,11402,458029.0,obietnica,2025-05-18 19:54:54+00:00,0.5076779723167419,POSITIVE,0.5076779723167419
70,Rafał Trzaskowski,"Kochani, dziękuję za dziś, za każdy głos! To dobry punkt wyjścia. A teraz pełna mobilizacja! Idziemy po zwycięstwo. Wygra cała Polska! 🇵🇱

#Trzaskowski2025 https://t.co/1ghD6LtzIK",Sun May 18 19:54:54 +0000 2025,1403,11410,457853.0,nask,2025-05-18 19:54:54+00:00,0.5076779723167419,POSITIVE,0.5076779723167419
127,Albert Fedorowicz,"@trzaskowski_ Rafał, tego nie obronisz. Przegrasz to. Taki ktoś jak Ty nie może zostać prezydentem. Jesteś największym zagrożeniem dla Polski!",Sun May 18 19:55:27 +0000 2025,1,323,1940.0,obietnica,2025-05-18 19:55:27+00:00,0.5808191299438477,POSITIVE,0.5808191299438477
38,Albert Fedorowicz,"@trzaskowski_ Rafał, tego nie obronisz. Przegrasz to. Taki ktoś jak Ty nie może zostać prezydentem. Jesteś największym zagrożeniem dla Polski!",Sun May 18 19:55:27 +0000 2025,1,323,1940.0,nask,2025-05-18 19:55:27+00:00,0.5808191299438477,POSITIVE,0.5808191299438477
212,Mati,"@trzaskowski_ Przerażony co? Przegrasz Rafałku. Jak w 2020. 
Teraz 2 tygodnie napierdalanki. Ciekawe czy utrzymasz pan  kroku 🥊 https://t.co/cIQf6hgHir",Sun May 18 20:00:09 +0000 2025,5,1088,7248.0,obietnica,2025-05-18 20:00:09+00:00,0.5411748290061951,POSITIVE,0.5411748290061951
236,Mati,"@trzaskowski_ Przerażony co? Przegrasz Rafałku. Jak w 2020. 
Teraz 2 tygodnie napierdalanki. Ciekawe czy utrzymasz pan  kroku 🥊 https://t.co/cIQf6hgHir",Sun May 18 20:00:09 +0000 2025,5,1088,7247.0,nask,2025-05-18 20:00:09+00:00,0.5411748290061951,POSITIVE,0.5411748290061951
13,Bꓭambo,"Rafał Trzaskowski
vs
Karol Nawrocki

Narcyz Rafał Trzaskowski dziękuje żonie, a Karol Nawrocki Polakom.

Znajdź różnicę. https://t.co/WWZFd7Y0zE",Sun May 18 20:01:12 +0000 2025,10,742,28235.0,nask,2025-05-18 20:01:12+00:00,0.5216895341873169,POSITIVE,0.5216895341873169
138,Marcin Kierwiński,"Każdy głos będzie na wagę zwycięstwa. Każda aktywność ma wagę złota. Czeka nas dwa tygodnie walki o wszystko. 
Rafał Trzaskowski wygrywa pierwszą turę!! Ale teraz potrzeba jeszcze więcej- jeszcze więcej mobilizacji i determinacji każdego z nas. Zrobimy to✌️🇵🇱",Sun May 18 20:04:10 +0000 2025,466,1248,34101.0,obietnica,2025-05-18 20:04:10+00:00,0.5284062623977661,NEGATIVE,-0.5284062623977661
97,Rafał Trzaskowski,Tarnobrzeg. Na żywo. Bądźcie z nami. Cała Polska naprzód! #Trzaskowski2025 #WygraCałaPolska https://t.co/1egbNIaHHA,Sun May 18 20:29:27 +0000 2025,136,836,62348.0,momenty_trzaskowski,2025-05-18 20:29:27+00:00,0.5811936259269714,POSITIVE,0.5811936259269714
120,Rafał Trzaskowski,Tarnobrzeg. Na żywo. Bądźcie z nami. Cała Polska naprzód! #Trzaskowski2025 #WygraCałaPolska https://t.co/1egbNIaHHA,Sun May 18 20:29:27 +0000 2025,136,836,62349.0,nask,2025-05-18 20:29:27+00:00,0.5811936259269714,POSITIVE,0.5811936259269714
185,Rafał Trzaskowski,Tarnobrzeg. Na żywo. Bądźcie z nami. Cała Polska naprzód! #Trzaskowski2025 #WygraCałaPolska https://t.co/1egbNIaHHA,Sun May 18 20:29:27 +0000 2025,136,837,62361.0,obietnica,2025-05-18 20:29:27+00:00,0.5811936259269714,POSITIVE,0.5811936259269714
180,Franek Wojciechowicz,"Jedno jest pewne, jeśli Trzaskowski przejebie o kilka procent w drugiej turze to czeka nas największy w historii salonu libkowego festiwal rzucania gównem w Razem trwający następne 10 lat.",Sun May 18 20:29:35 +0000 2025,31,1762,42356.0,obietnica,2025-05-18 20:29:35+00:00,0.5786321759223938,NEGATIVE,-0.5786321759223938
178,Belarus ⬜️🟥⬜️🤝Ukraine 🇺🇦,Prezydent Aleksander Kwaśniewski popiera Rafał Trzaskowski i odda na niego swój głos https://t.co/KnEUBfnyiz,Sun May 18 20:32:30 +0000 2025,167,1629,22135.0,obietnica,2025-05-18 20:32:30+00:00,0.5066162943840027,POSITIVE,0.5066162943840027
140,Belarus ⬜️🟥⬜️🤝Ukraine 🇺🇦,Prezydent Aleksander Kwaśniewski popiera Rafał Trzaskowski i odda na niego swój głos https://t.co/KnEUBfnyiz,Sun May 18 20:32:30 +0000 2025,167,1629,22135.0,nask,2025-05-18 20:32:30+00:00,0.5066162943840027,POSITIVE,0.5066162943840027
151,Belarus ⬜️🟥⬜️🤝Ukraine 🇺🇦,PSL popiera Rafał Trzaskowski i wzywa swoich wyborców do oddania głosu na niego w II turze wyborów ogłosił Kosiniak- Kamysz https://t.co/4F1o33Av3S,Sun May 18 20:38:27 +0000 2025,136,1863,31592.0,nask,2025-05-18 20:38:27+00:00,0.5052058696746826,POSITIVE,0.5052058696746826
216,Belarus ⬜️🟥⬜️🤝Ukraine 🇺🇦,PSL popiera Rafał Trzaskowski i wzywa swoich wyborców do oddania głosu na niego w II turze wyborów ogłosił Kosiniak- Kamysz https://t.co/4F1o33Av3S,Sun May 18 20:38:27 +0000 2025,136,1862,31592.0,obietnica,2025-05-18 20:38:27+00:00,0.5052058696746826,POSITIVE,0.5052058696746826
212,Dum Spiro 🇵🇱🇭🇺,"Zakład karny w Wojkowicach.

Karol Nawrocki - 24
Trzaskowski - 226",Sun May 18 20:38:51 +0000 2025,91,2918,55850.0,nask,2025-05-18 20:38:51+00:00,0.6179118156433105,POSITIVE,0.6179118156433105
242,Marcin Torz,"Popatrzcie na to: pomysłem na ratowanie Rafała Trzaskowskiego mają być natychmiastowe rozliczenia PiS (!) 
Szaleństwo, które dowodzi tego, jak ogromny problem ma obóz RT i jak bardzo są zdesperowani. https://t.co/fp00L7BJh9",Sun May 18 20:39:21 +0000 2025,91,888,58075.0,obietnica,2025-05-18 20:39:21+00:00,0.6591858863830566,NEGATIVE,-0.6591858863830566
226,Marcin Torz,"Popatrzcie na to: pomysłem na ratowanie Rafała Trzaskowskiego mają być natychmiastowe rozliczenia PiS (!) 
Szaleństwo, które dowodzi tego, jak ogromny problem ma obóz RT i jak bardzo są zdesperowani. https://t.co/fp00L7BJh9",Sun May 18 20:39:21 +0000 2025,91,887,58064.0,nask,2025-05-18 20:39:21+00:00,0.6591858863830566,NEGATIVE,-0.6591858863830566
158,Jacek Gądek,"Wiec Rafała Trzaskowskiego w Tarnobrzegu przypomina wiec w Końskich po debacie. 

Takie same sukcesy.",Sun May 18 20:49:42 +0000 2025,15,381,15526.0,nask,2025-05-18 20:49:42+00:00,0.620422899723053,POSITIVE,0.620422899723053
151,Jacek Gądek,"Wiec Rafała Trzaskowskiego w Tarnobrzegu przypomina wiec w Końskich po debacie. 

Takie same sukcesy.",Sun May 18 20:49:42 +0000 2025,15,381,15526.0,obietnica,2025-05-18 20:49:42+00:00,0.620422899723053,POSITIVE,0.620422899723053
243,Michał Danielewski,"Znam większych optymistów ode mnie, natomiast ja uważam, że jedyną szansą Rafała Trzaskowskiego jest dziś tylko fakt, że jego przeciwnik jest co najmniej tak słabym kandydatem jak on sam. To znaczy Nawrocki musi teraz te wybory przegrać, a nie Trzaskowski wygrać",Sun May 18 20:54:43 +0000 2025,8,211,6387.0,nask,2025-05-18 20:54:43+00:00,0.5851842761039734,POSITIVE,0.5851842761039734
153,Artur Łącki,"Rafał @Trzaskowski_ 513 głosów, Nawrocki 256 głosów. 
#Trzaskowski2025 w Rewalu wygrał w pierwszej turze. 💪
Tak będzie w całej Polsce za dwa tygodnie! ❤️

#WygraCałaPolska",Sun May 18 21:09:33 +0000 2025,93,231,4119.0,obietnica,2025-05-18 21:09:33+00:00,0.5909413695335388,POSITIVE,0.5909413695335388
150,Artur Łącki,"Rafał @Trzaskowski_ 513 głosów, Nawrocki 256 głosów. 
#Trzaskowski2025 w Rewalu wygrał w pierwszej turze. 💪
Tak będzie w całej Polsce za dwa tygodnie! ❤️

#WygraCałaPolska",Sun May 18 21:09:33 +0000 2025,93,230,4118.0,nask,2025-05-18 21:09:33+00:00,0.5909413695335388,POSITIVE,0.5909413695335388
244,świadomy mp20,@freepiotsaw Rafał Trzaskowski zwycięzcą wyborów w zakładach karnych. Gratulujemy❗️,Sun May 18 21:52:05 +0000 2025,1,1187,31180.0,obietnica,2025-05-18 21:52:05+00:00,0.5912503600120544,POSITIVE,0.5912503600120544
224,świadomy mp20,@freepiotsaw Rafał Trzaskowski zwycięzcą wyborów w zakładach karnych. Gratulujemy❗️,Sun May 18 21:52:05 +0000 2025,1,1189,31180.0,nask,2025-05-18 21:52:05+00:00,0.5912503600120544,POSITIVE,0.5912503600120544
259,Anna 🇵🇱 ❤ 🇪🇺,"@MagdaBiejat Kochana to będziesz chodzić w burce jak nawrocki wygra.
Natychmiastowe poparcie dla Rafała Trzaskowskiego i apel do wyborców o mobilizację.
Pod rozwagę.
Chyba, że walczysz tylko w wygodny stołeczek i nie ważne czy Polska będzie brunatna.",Sun May 18 22:18:21 +0000 2025,8,403,2257.0,nask,2025-05-18 22:18:21+00:00,0.5892685651779175,POSITIVE,0.5892685651779175
90,Rafał Trzaskowski,"I tura za nami - a my już z powrotem na kampanijnej trasie. Razem z Wami. Nie tracimy ani chwili!

Przed nami mnóstwo ciężkiej pracy. Potrzebna jest pełna mobilizacja. Chodźmy razem po zwycięstwo!

Tarnobrzeg - dziękuję! ❤️

#Trzaskowski2025 #WygraCałaPolska https://t.co/A27O1UJNw7",Sun May 18 22:53:32 +0000 2025,450,3536,154632.0,nask,2025-05-18 22:53:32+00:00,0.5893517732620239,POSITIVE,0.5893517732620239
160,Rafał Trzaskowski,"I tura za nami - a my już z powrotem na kampanijnej trasie. Razem z Wami. Nie tracimy ani chwili!

Przed nami mnóstwo ciężkiej pracy. Potrzebna jest pełna mobilizacja. Chodźmy razem po zwycięstwo!

Tarnobrzeg - dziękuję! ❤️

#Trzaskowski2025 #WygraCałaPolska https://t.co/A27O1UJNw7",Sun May 18 22:53:32 +0000 2025,450,3535,154649.0,obietnica,2025-05-18 22:53:32+00:00,0.5893517732620239,POSITIVE,0.5893517732620239
93,Rafał Trzaskowski,"I tura za nami - a my już z powrotem na kampanijnej trasie. Razem z Wami. Nie tracimy ani chwili!

Przed nami mnóstwo ciężkiej pracy. Potrzebna jest pełna mobilizacja. Chodźmy razem po zwycięstwo!

Tarnobrzeg - dziękuję! ❤️

#Trzaskowski2025 #WygraCałaPolska https://t.co/A27O1UJNw7",Sun May 18 22:53:32 +0000 2025,450,3534,154630.0,momenty_trzaskowski,2025-05-18 22:53:32+00:00,0.5893517732620239,POSITIVE,0.5893517732620239
156,Max Hübner,"Kłamstwem i hejtem chcieli z Nawrockiego zrobić oszusta, kłamcę i cwaniaka.

A tu się znowu okazuje, że wśród oszustów, kłamców, cwaniaków, a do tego jeszcze gwałcicieli i morderców w zakładach karnych Rafał Trzaskowski notuje rekordowe wyniki, a Nawrocki najmniejsze.

Karma.",Sun May 18 23:00:03 +0000 2025,4,390,4004.0,nask,2025-05-18 23:00:03+00:00,0.6500982642173767,POSITIVE,0.6500982642173767
141,Slawomir Nitras,"Podkarpacie  
Wyniki Tarnobrzeg
Rafał Trzaskowski  33.93%
Karol Nawrocki  32.05%
#WygraCałaPolska #Trzaskowski2025",Sun May 18 23:04:59 +0000 2025,77,548,21506.0,obietnica,2025-05-18 23:04:59+00:00,0.5122496485710144,POSITIVE,0.5122496485710144
141,Slawomir Nitras,"Podkarpacie  
Wyniki Tarnobrzeg
Rafał Trzaskowski  33.93%
Karol Nawrocki  32.05%
#WygraCałaPolska #Trzaskowski2025",Sun May 18 23:04:59 +0000 2025,77,549,21506.0,nask,2025-05-18 23:04:59+00:00,0.5122496485710144,POSITIVE,0.5122496485710144
105,Wiola Paprocka,"Tarnobrzeg na Podkarpaciu. Pierwsze miejsce spotkania z wyborcami w II turze. Rafał Trzaskowski wygrywa tu 33.93%. Dziękujemy! 🤍❤️
#Trzaskowski2025 https://t.co/zCoERN2Bpz",Sun May 18 23:11:06 +0000 2025,113,823,17945.0,obietnica,2025-05-18 23:11:06+00:00,0.556129515171051,POSITIVE,0.556129515171051
249,Wiola Paprocka,"Tarnobrzeg na Podkarpaciu. Pierwsze miejsce spotkania z wyborcami w II turze. Rafał Trzaskowski wygrywa tu 33.93%. Dziękujemy! 🤍❤️
#Trzaskowski2025 https://t.co/zCoERN2Bpz",Sun May 18 23:11:06 +0000 2025,113,822,17941.0,momenty_trzaskowski,2025-05-18 23:11:06+00:00,0.556129515171051,POSITIVE,0.556129515171051
25,Wiola Paprocka,"Tarnobrzeg na Podkarpaciu. Pierwsze miejsce spotkania z wyborcami w II turze. Rafał Trzaskowski wygrywa tu 33.93%. Dziękujemy! 🤍❤️
#Trzaskowski2025 https://t.co/zCoERN2Bpz",Sun May 18 23:11:06 +0000 2025,113,823,17942.0,nask,2025-05-18 23:11:06+00:00,0.556129515171051,POSITIVE,0.556129515171051
15,mati!!,jak trzaskowski przegra to spierdalam z polski pociągami do włoch i zostaje z kolega,Sun May 18 23:14:04 +0000 2025,0,0,14.0,obietnica,2025-05-18 23:14:04+00:00,0.5251817107200623,POSITIVE,0.5251817107200623
109,Elżbieta #SnaW 📿,"@LukaszBok U mnie w komisji frekwencja 80.68%
Rafał Trzaskowski 47,75%
Nawrocki Karol 14,15%
Mentzena Sławomir 10,71%
Hołownia Szymon 6,77%
Braun Grzegorz 6,48%
Zandberg Adrian 5,29%
Biejat Magdalena 3,83%
Obwód pod Gdańskiem",Sun May 18 23:18:53 +0000 2025,1,2,449.0,obietnica,2025-05-18 23:18:53+00:00,0.5017235279083252,POSITIVE,0.5017235279083252
240,Rafał Otoka Frąckiewicz,"Ta ulica z trumnami miała kilka fajnych zakamarków.

Młode chłopaki tnące wielkim nożem prosiaka na masce samochodu obstawionej flaszkami. 

Zniszczona życiem kobieta z wielkim psem siedząca w otwartych drzwiach wyjątkowo ubogiego domu pomstująca na coś straszliwie tak że było ją",Sun May 18 23:22:19 +0000 2025,3,107,7753.0,obietnica,2025-05-18 23:22:19+00:00,0.5586795210838318,POSITIVE,0.5586795210838318
119,Planktonowa Sepsa/ 🇵🇱,"@ZbigniewPomian @R_A_Ziemkiewicz @GrzegorzBraun_ @SlawomirMentzen @NawrockiKn Sami dojdą do tego że lepszy Nawrocki niż Trzaskowski. Gdyby była sytuacja Mentzen druga tura, pisiory też doszły by do wniosku że lepszy Mentzen niż Rafau. Zwłaszcza że Rafał to już Tusk razy 2. Jedno władztwo.",Sun May 18 23:22:31 +0000 2025,0,2,28.0,obietnica,2025-05-18 23:22:31+00:00,0.5987743139266968,POSITIVE,0.5987743139266968
112,dziubanboss2235 ( 🦅),"Lecimy! #bazarek #exitpoll #wybory2025 
Pierwsze 20 % naliczone 
Nawrocki 30,88
Trzaskowski  29,68
Mentzen 15,30
Braun 6,71
Zandberg 4,80",Sun May 18 23:23:06 +0000 2025,0,0,822.0,obietnica,2025-05-18 23:23:06+00:00,0.534683883190155,POSITIVE,0.534683883190155
176,Bigu Lebowski 🤍❤️,"To mówicie, że Trzaskowski miażdży Nawrockiego w zakładach karnych i aresztach?
🤔
#WyboryPrezydenckie2025 #ByleNieTrzaskowski https://t.co/yrGiPAkXt2",Sun May 18 23:24:43 +0000 2025,24,5182,115929.0,obietnica,2025-05-18 23:24:43+00:00,0.5620057582855225,NEGATIVE,-0.5620057582855225
173,RTL Nieuws,Exitpoll: Poolse centrist Trzaskowski aan kop in presidentsverkiezingen https://t.co/u9yrtE1pC1,Sun May 18 23:24:52 +0000 2025,0,4,5913.0,obietnica,2025-05-18 23:24:52+00:00,0.5634052753448486,POSITIVE,0.5634052753448486
95,Marzena Machałek 🇵🇱,"Gmina SULIKÓW ( Dolny Śląsk)
Nawrocki 36,36%
Trzaskowski 23,19%
Mentzen 17,3%
Braun 9,12%
Reszta się nie liczy 
🇵🇱🇵🇱🇵🇱💪💪💪",Sun May 18 23:25:05 +0000 2025,3,3,148.0,obietnica,2025-05-18 23:25:05+00:00,0.5696431994438171,POSITIVE,0.5696431994438171
51,rafał,@gfkot Trzaskowski mowil ze monopol wladzy to jedna z najgorszych rzeczy ktora moze trafic sie polsce. Tak tylko przypomninam,Sun May 18 23:25:09 +0000 2025,2,5,1009.0,obietnica,2025-05-18 23:25:09+00:00,0.559847891330719,NEGATIVE,-0.559847891330719
